STATION_NAME,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPC,HOURLYDewPointTempC,HOURLYWindSpeed,HOURLYWindDirection,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/14/2016 13:17,FM-16,FEW:02 7 BKN:07 33 OVC:08 55,5,23.9,23,22.8,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/14/2016 13:53,FM-15,,,23.9,,22.8,8,310,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/14/2016 14:53,FM-15,CLR:00,10,25.6,23.9,23.3,5,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/14/2016 15:53,FM-15,FEW:02 28 OVC:08 39,10,27.2,24,22.8,3,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/14/2016 16:53,FM-15,CLR:00,10,28.9,24,21.1,6,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/14/2016 17:53,FM-15,CLR:00,10,27.8,23.4,21.1,7,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/14/2016 18:53,FM-15,FEW:02 31,10,26.1,22.7,21.1,5,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/14/2016 19:51,FM-16,BKN:07 26 BKN:07 35 OVC:08 46,10,26,23.3,22,3,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/14/2016 19:53,FM-15,BKN:07 26 BKN:07 33 OVC:08 44,10,26.1,23,21.7,3,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/14/2016 20:21,FM-16,,,25,,22.2,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/14/2016 20:53,FM-15,FEW:02 31 SCT:04 48 SCT:04 55,10,25,22.6,21.7,3,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/14/2016 21:53,FM-15,CLR:00,10,24.4,22.4,21.7,6,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/14/2016 22:53,FM-15,CLR:00,10,23.9,22.2,21.7,3,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/14/2016 23:53,FM-15,FEW:02 60,10,23.9,21.9,21.1,5,50,84,74,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/14/2016 23:59,SOD,,,,,,,,84,74,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 0:53,FM-15,FEW:02 60,10,24.4,22.1,21.1,5,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 1:53,FM-15,CLR:00,10,23.3,21.7,21.1,5,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 2:53,FM-15,CLR:00,10,23.9,21.9,21.1,5,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 3:53,FM-15,CLR:00,10,23.9,21.9,21.1,5,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 4:53,FM-15,CLR:00,10,23.3,21.7,21.1,5,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 5:53,FM-15,CLR:00,10,23.9,21.9,21.1,7,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 6:53,FM-15,CLR:00,10,23.9,21.9,21.1,6,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 7:53,FM-15,CLR:00,10,25.6,22.8,21.7,6,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 8:53,FM-15,CLR:00,10,26.1,22.7,21.1,3,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 9:53,FM-15,CLR:00,10,27.8,23.4,21.1,5,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 10:53,FM-15,SCT:04 35,10,30.6,25.1,21.7,,,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 11:53,FM-15,FEW:02 42,10,31.1,25,20,15,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 12:53,FM-15,FEW:02 41,10,31.7,25.5,20.6,14,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 13:53,FM-15,FEW:02 43,10,31.7,25.4,20,9,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 14:53,FM-15,CLR:00,10,32.2,25.9,20.6,9,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 15:53,FM-15,CLR:00,10,31.1,25.2,20.6,9,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 16:53,FM-15,CLR:00,10,30,24.3,20,9,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 17:53,FM-15,CLR:00,10,28.3,22.9,18.9,9,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 18:53,FM-15,SCT:04 36,10,26.7,22.2,19.4,7,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 19:53,FM-15,CLR:00,10,26.1,21.9,19.4,6,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 20:53,FM-15,CLR:00,10,25.6,21.4,18.9,6,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 21:53,FM-15,CLR:00,10,25,21.4,19.4,5,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 22:53,FM-15,CLR:00,10,25,21.4,19.4,3,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 23:53,FM-15,CLR:00,10,24.4,21.4,20,5,60,90,74,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/15/2016 23:59,SOD,,,,,,,,90,74,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 0:53,FM-15,CLR:00,10,25,22.3,21.1,5,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 1:53,FM-15,CLR:00,10,25.6,22.2,20.6,7,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 2:53,FM-15,CLR:00,10,26.1,22.4,20.6,6,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 3:53,FM-15,CLR:00,10,26.1,22.4,20.6,7,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 4:53,FM-15,CLR:00,10,25.6,22.2,20.6,5,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 5:53,FM-15,FEW:02 40,10,26.1,22.4,20.6,8,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 6:53,FM-15,SCT:04 50,10,26.1,22.7,21.1,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 7:53,FM-15,CLR:00,10,28.3,24.2,22.2,10,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 8:53,FM-15,FEW:02 25,10,28.9,24.2,21.7,13,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 9:53,FM-15,FEW:02 29 SCT:04 34,10,30,24.8,21.7,10,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 10:53,FM-15,FEW:02 27 FEW:02 85,10,30,25,22.2,10,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 11:53,FM-15,SCT:04 30 BKN:07 38,10,30.6,25.3,22.2,7,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 12:53,FM-15,BKN:07 35,10,30.6,25.1,21.7,11,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 13:53,FM-15,BKN:07 35 OVC:08 45,10,30.6,25.1,21.7,8,90,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 14:53,FM-15,BKN:07 38 BKN:07 45,10,30.6,24.9,21.1,9,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 15:53,FM-15,SCT:04 36 BKN:07 45,10,31.1,25.3,21.1,9,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 16:53,FM-15,FEW:02 33,10,30,24.6,21.1,9,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 17:53,FM-15,FEW:02 35,10,29.4,24.5,21.7,10,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 18:53,FM-15,CLR:00,10,27.8,23.7,21.7,8,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 19:53,FM-15,CLR:00,10,27.2,23.4,21.7,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 20:53,FM-15,CLR:00,10,27.2,23.4,21.7,7,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 21:53,FM-15,CLR:00,10,26.7,23.2,21.7,6,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 22:53,FM-15,FEW:02 28 SCT:04 38 OVC:08 50,10,27.2,23.7,22.2,6,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 23:53,FM-15,SCT:04 55,10,26.7,23.5,22.2,6,50,90,76,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/16/2016 23:59,SOD,,,,,,,,90,76,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 0:53,FM-15,CLR:00,10,26.1,23.3,22.2,6,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 1:53,FM-15,CLR:00,10,26.7,23.2,21.7,7,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 2:53,FM-15,FEW:02 39,10,26.7,23.2,21.7,6,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 3:53,FM-15,CLR:00,10,26.7,23.2,21.7,8,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 4:53,FM-15,FEW:02 65,10,26.1,23,21.7,5,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 5:53,FM-15,CLR:00,10,26.1,23,21.7,7,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 6:53,FM-15,FEW:02 36,10,26.1,23,21.7,5,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 7:53,FM-15,FEW:02 39,10,28.3,24.2,22.2,7,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 8:53,FM-15,CLR:00,10,30,25,22.2,9,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 9:53,FM-15,BKN:07 33 BKN:07 48,10,30.6,25.3,22.2,9,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 10:53,FM-15,SCT:04 28 SCT:04 36 BKN:07 46,10,31.1,25.8,22.8,9,90,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 11:18,FM-16,,,31,,22.8,10,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 11:28,FM-15,SCT:04 30,,30.6,25.5,23,10,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 11:53,FM-15,SCT:04 26 BKN:07 32 OVC:08 65,9,27.2,24.7,23.9,8,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 12:53,FM-15,FEW:02 31 FEW:02 75,10,28.9,25,23.3,11,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 13:53,FM-15,CLR:00,10,28.9,24.7,22.8,10,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 14:53,FM-15,FEW:02 34,10,29.4,24.7,22.2,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 15:53,FM-15,SCT:04 38,10,28.9,24.5,22.2,7,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 16:53,FM-15,CLR:00,10,28.3,24.2,22.2,7,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 17:53,FM-15,FEW:02 30,10,27.8,23.7,21.7,9,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 18:53,FM-15,CLR:00,10,27.2,23.2,21.1,7,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 19:53,FM-15,CLR:00,10,27.2,23.2,21.1,9,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 20:53,FM-15,CLR:00,10,26.7,22.7,20.6,9,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 21:53,FM-15,CLR:00,10,26.7,22.4,20,7,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 22:53,FM-15,CLR:00,10,26.7,22.4,20,5,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 23:53,FM-15,CLR:00,10,26.1,22.4,20.6,0,0,89,79,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/17/2016 23:59,SOD,,,,,,,,89,78,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 0:53,FM-15,FEW:02 38 SCT:04 48,10,25.6,22.5,21.1,5,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 1:53,FM-15,CLR:00,10,25,22.3,21.1,6,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 2:53,FM-15,FEW:02 37,10,25,22.3,21.1,5,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 3:53,FM-15,CLR:00,10,25,22.3,21.1,7,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 4:53,FM-15,CLR:00,10,24.4,21.7,20.6,5,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 5:53,FM-15,CLR:00,10,24.4,21.7,20.6,5,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 6:53,FM-15,CLR:00,10,24.4,21.7,20.6,6,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 7:53,FM-15,CLR:00,10,27.8,23,20,9,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 8:53,FM-15,CLR:00,10,29.4,24.1,20.6,7,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 9:53,FM-15,CLR:00,10,30.6,24.7,20,13,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 10:53,FM-15,SCT:04 37,10,30,24.4,20.6,9,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 11:53,FM-15,CLR:00,10,31.7,25.4,20,10,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 12:53,FM-15,SCT:04 41 BKN:07 50,10,32.2,25.8,20,10,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 13:53,FM-15,SCT:04 40,10,31.7,25.4,20,10,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 14:53,FM-15,FEW:02 41,10,31.1,25,20,13,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 15:53,FM-15,FEW:02 41,10,30.6,24.7,20,13,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 16:53,FM-15,FEW:02 36 SCT:04 45,10,28.9,23.4,19.4,10,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 17:53,FM-15,FEW:02 37,10,28.3,23.1,19.4,7,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 18:53,FM-15,SCT:04 40,10,26.7,22.4,20,6,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 19:53,FM-15,CLR:00,10,26.1,22.1,20,8,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 20:53,FM-15,CLR:00,10,25.6,21.4,18.9,6,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 21:53,FM-15,SCT:04 60,10,26.1,21.9,19.4,6,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 22:53,FM-15,SCT:04 60,10,25.6,21.6,19.4,6,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 23:53,FM-15,CLR:00,10,25,21.4,19.4,5,50,91,75,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/18/2016 23:59,SOD,,,,,,,,91,75,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 0:53,FM-15,CLR:00,10,23.9,20.9,19.4,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 1:53,FM-15,CLR:00,10,23.3,20.4,18.9,5,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 2:53,FM-15,CLR:00,10,23.3,20.4,18.9,7,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 3:53,FM-15,CLR:00,10,23.3,20.4,18.9,5,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 4:51,FM-15,,,23,,18,6,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 4:53,FM-15,FEW:02 2,10,22.8,19.8,18.3,7,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 5:53,FM-15,BKN:07 60,10,23.3,20.4,18.9,5,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 6:53,FM-15,FEW:02 35 BKN:07 55,10,23.9,20.9,19.4,6,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 7:53,FM-15,FEW:02 32 FEW:02 39 OVC:08 60,10,25.6,21.9,20,6,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 8:53,FM-15,OVC:08 55,10,26.1,22.1,20,7,30,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 9:53,FM-15,OVC:08 60,10,27.2,22.7,20,7,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 10:53,FM-15,SCT:04 36 OVC:08 55,10,28.3,22.9,18.9,9,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 11:53,FM-15,SCT:04 41 BKN:07 60,10,29.4,23.5,18.3,6,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 12:53,FM-15,FEW:02 44 BKN:07 60,10,30,23.9,17.8,9,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 13:53,FM-15,BKN:07 60,10,28.9,23,17.2,7,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 14:53,FM-15,FEW:02 60,10,29.4,23.4,17.8,7,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 15:53,FM-15,SCT:04 60,10,29.4,23.5,18.3,8,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 16:53,FM-15,FEW:02 44 BKN:07 55,10,27.8,22.4,18.3,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 17:53,FM-15,CLR:00,10,27.2,22.1,18.3,8,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 18:23,FM-15,,,26.7,,18,5,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 18:53,FM-15,CLR:00,10,25.6,21.4,18.9,7,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 19:53,FM-15,FEW:02 32 FEW:02 60,10,25,21.4,19.4,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 20:53,FM-15,SCT:04 55,10,24.4,21.1,19.4,3,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 21:53,FM-15,CLR:00,10,24.4,20.6,18.3,5,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 22:53,FM-15,BKN:07 55,10,24.4,20.9,18.9,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 23:53,FM-15,FEW:02 38 SCT:04 65,10,23.9,20.6,18.9,0,0,87,73,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/19/2016 23:59,SOD,,,,,,,,87,73,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 0:53,FM-15,BKN:07 65,10,25,21.4,19.4,3,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 1:53,FM-15,OVC:08 60,10,23.9,20.6,18.9,6,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 2:53,FM-15,OVC:08 65,10,24.4,20.6,18.3,5,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 3:53,FM-15,FEW:02 39 BKN:07 60,10,24.4,20.9,18.9,7,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 4:53,FM-15,FEW:02 37 BKN:07 45 OVC:08 60,10,23.9,20.9,19.4,5,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 5:53,FM-15,OVC:08 50,10,22.8,21.2,20.6,6,30,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 6:53,FM-15,BKN:07 42 OVC:08 55,10,23.9,21.2,20,5,30,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 7:53,FM-15,FEW:02 41 OVC:08 50,10,24.4,21.4,20,6,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 8:53,FM-15,BKN:07 70,10,26.1,22.1,20,7,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 9:53,FM-15,FEW:02 34 FEW:02 60 BKN:07 70,10,28.3,23.1,19.4,9,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 10:53,FM-15,BKN:07 70,10,29.4,23.8,19.4,11,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 11:53,FM-15,BKN:07 65,10,30,24,18.9,13,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 12:53,FM-15,CLR:00,10,30.6,24.4,18.9,14,30,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 13:53,FM-15,CLR:00,10,30,23.9,17.8,10,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 14:53,FM-15,CLR:00,10,30,23.9,17.8,9,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 15:53,FM-15,CLR:00,10,29.4,23.4,17.2,9,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 16:53,FM-15,CLR:00,10,28.3,22.7,17.8,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 17:53,FM-15,BKN:07 50,10,27.2,22.3,18.9,6,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 18:53,FM-15,FEW:02 50,10,25.6,21.2,18.3,7,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 19:18,FM-15,,,26,,18,6,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 19:53,FM-15,CLR:00,10,25,20.9,18.3,6,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 20:53,FM-15,FEW:02 60,10,25,20.9,18.3,6,50,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 21:53,FM-15,BKN:07 60,10,24.4,20.4,17.8,6,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 22:53,FM-15,SCT:04 65,10,23.9,20.6,18.9,5,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 23:53,FM-15,BKN:07 65,10,23.9,20.6,18.9,3,50,88,73,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/20/2016 23:59,SOD,,,,,,,,88,73,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/21/2016 0:53,FM-15,FEW:02 70,10,23.3,20.4,18.9,3,40,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/21/2016 1:53,FM-15,CLR:00,10,23.3,20.4,18.9,5,30,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,9/21/2016 2:53,FM-15,OVC:08 60,10,23.9,20.6,18.9,3,20,,,,,,,,,,,,,,,,,,,
